Customer_id,Age,Income_level,Number_of_credit_cards,Education,Car_loans,Credit_rating
A00001574,40,Medium,Less than 5,College,None or 1,Good
A00001575,32,High,5 or more,High school,More than 2,Good
A00001576,36,Medium,Less than 5,High school,None or 1,Good
A00001577,38,High,Less than 5,High school,None or 1,Good
A00001578,46,Medium,Less than 5,College,None or 1,Good
A00001579,42,Medium,Less than 5,High school,None or 1,Good
A00001580,37,Medium,5 or more,College,More than 2,Good
A00001581,37,Medium,5 or more,High school,None or 1,Good
A00001582,50,Medium,Less than 5,High school,None or 1,Good
A00001583,33,Medium,5 or more,College,More than 2,Good
A00001584,26,Medium,5 or more,High school,More than 2,Good
A00001585,30,Low,5 or more,College,None or 1,Good
A00001586,32,High,Less than 5,College,None or 1,Good
A00001587,33,Medium,Less than 5,High school,None or 1,Good
A00001588,42,Medium,Less than 5,College,None or 1,Good
A00001589,33,Medium,5 or more,College,More than 2,Good
A00001590,25,High,5 or more,High school,More than 2,Good
A00001591,36,Medium,5 or more,College,More than 2,Good
A00001592,24,Medium,5 or more,High school,More than 2,Good
A00001593,34,Medium,5 or more,College,More than 2,Good
A00001594,45,Medium,5 or more,High school,None or 1,Good
A00001595,,High,Less than 5,College,None or 1,Good
A00001596,31,High,5 or more,High school,More than 2,Good
A00001597,33,Medium,5 or more,High school,More than 2,Good
A00001598,42,High,5 or more,High school,None or 1,Good
A00001599,47,High,Less than 5,College,None or 1,Good
A00001600,40,High,5 or more,College,More than 2,Good
A00001601,39,Medium,Less than 5,High school,None or 1,Good
A00001602,42,Medium,5 or more,College,More than 2,Good
A00001603,32,High,Less than 5,High school,None or 1,Good
A00001604,34,Medium,5 or more,College,More than 2,Good
A00001605,39,High,5 or more,College,More than 2,Good
A00001606,36,Medium,Less than 5,College,None or 1,Good
A00001607,46,High,5 or more,College,More than 2,Good
A00001608,29,High,Less than 5,College,None or 1,Good
A00001609,40,High,5 or more,High school,More than 2,Good
A00001610,32,High,5 or more,High school,More than 2,Good
A00001611,26,Medium,Less than 5,High school,None or 1,Good
A00001612,21,High,Less than 5,High school,None or 1,Good
A00001613,44,High,Less than 5,High school,None or 1,Good
A00001614,31,Medium,Less than 5,College,None or 1,Good
A00001615,27,High,5 or more,College,More than 2,Good
A00001616,45,Medium,Less than 5,High school,None or 1,Good
A00001617,38,High,Less than 5,High school,None or 1,Good
A00001618,48,Medium,5 or more,High school,More than 2,Good
A00001619,30,High,5 or more,High school,More than 2,Good
A00001620,42,Medium,Less than 5,High school,None or 1,Good
A00001621,30,High,Less than 5,High school,None or 1,Good
A00001622,46,Medium,5 or more,College,More than 2,Good
A00001623,37,High,5 or more,College,More than 2,Good
A00001624,33,High,Less than 5,College,More than 2,Good
A00001625,30,High,5 or more,College,More than 2,Good
A00001626,42,Medium,5 or more,High school,None or 1,Good
A00001627,37,Medium,Less than 5,High school,None or 1,Good
A00001628,28,Medium,5 or more,High school,None or 1,Good
A00001629,24,Medium,5 or more,High school,More than 2,Good
A00001630,32,High,Less than 5,High school,None or 1,Good
A00001631,36,Medium,5 or more,College,More than 2,Good
A00001632,24,Medium,Less than 5,High school,More than 2,Good
A00001633,39,High,5 or more,High school,More than 2,Good
A00001634,37,Medium,Less than 5,High school,None or 1,Good
A00001635,47,Medium,Less than 5,College,More than 2,Good
A00001636,34,High,Less than 5,College,None or 1,Good
A00001637,27,Medium,5 or more,College,More than 2,Good
A00001638,39,Low,Less than 5,College,None or 1,Good
A00001639,33,Medium,Less than 5,College,None or 1,Good
A00001640,23,High,5 or more,College,None or 1,Good
A00001641,42,Medium,5 or more,High school,More than 2,Good
A00001642,53,High,5 or more,High school,More than 2,Good
A00001643,46,Low,Less than 5,College,None or 1,Good
A00001644,23,High,Less than 5,High school,None or 1,Good
A00001645,44,Medium,Less than 5,High school,None or 1,Good
A00001646,24,High,5 or more,College,None or 1,Good
A00001647,43,High,5 or more,High school,More than 2,Good
A00001648,54,Low,Less than 5,College,None or 1,Good
A00001649,43,High,Less than 5,High school,None or 1,Good
A00001650,35,Low,Less than 5,College,None or 1,Good
A00001651,42,Low,5 or more,College,More than 2,Good
A00001652,42,High,5 or more,College,More than 2,Good
A00001653,35,Medium,5 or more,High school,More than 2,Good
A00001654,26,High,5 or more,College,None or 1,Good
A00001655,34,Medium,Less than 5,High school,None or 1,Good
A00001656,32,High,Less than 5,High school,None or 1,Good
A00001657,52,Medium,5 or more,College,More than 2,Good
A00001658,38,Medium,Less than 5,High school,None or 1,Good
A00001659,34,High,5 or more,High school,More than 2,Good
A00001660,48,High,5 or more,College,None or 1,Good
A00001661,28,Low,5 or more,College,More than 2,Good
A00001662,28,High,5 or more,College,More than 2,Good
A00001663,26,Medium,Less than 5,High school,None or 1,Good
A00001664,44,High,Less than 5,High school,None or 1,Good
A00001665,29,Medium,5 or more,High school,More than 2,Good
A00001666,32,High,Less than 5,High school,None or 1,Good
A00001667,24,Medium,5 or more,High school,More than 2,Good
A00001668,29,High,Less than 5,College,None or 1,Good
A00001669,38,High,Less than 5,High school,None or 1,Good
A00001670,31,High,Less than 5,College,None or 1,Good
A00001671,53,Medium,5 or more,High school,More than 2,Good
A00001672,25,Medium,5 or more,High school,More than 2,Good
A00001673,26,High,5 or more,High school,None or 1,Good
A00001674,24,High,5 or more,College,More than 2,Good
A00001675,26,High,5 or more,High school,More than 2,Good
A00001676,24,Medium,Less than 5,College,None or 1,Good
A00001677,32,Medium,Less than 5,College,None or 1,Good
A00001678,40,High,5 or more,College,More than 2,Good
A00001679,23,High,Less than 5,College,None or 1,Good
A00001680,27,High,Less than 5,High school,None or 1,Good
A00001681,39,High,Less than 5,High school,None or 1,Good
A00001682,32,Medium,5 or more,College,More than 2,Good
A00001683,42,Medium,Less than 5,High school,None or 1,Good
A00001684,42,Medium,Less than 5,High school,None or 1,Good
A00001685,31,Medium,5 or more,High school,More than 2,Good
A00001686,36,High,Less than 5,High school,None or 1,Good
A00001687,43,High,5 or more,College,None or 1,Good
A00001688,53,High,Less than 5,High school,None or 1,Good
A00001689,49,Medium,5 or more,College,More than 2,Good
A00001690,33,Medium,5 or more,High school,More than 2,Good
A00001691,27,Medium,Less than 5,College,None or 1,Good
A00001692,37,High,5 or more,High school,More than 2,Good
A00001693,29,Medium,Less than 5,High school,None or 1,Good
A00001694,61,High,Less than 5,High school,None or 1,Good
A00001695,45,Medium,5 or more,College,More than 2,Good
A00001696,41,High,Less than 5,College,None or 1,Good
A00001697,31,Medium,Less than 5,College,None or 1,Good
A00001698,43,Medium,5 or more,High school,More than 2,Good
A00001699,41,High,Less than 5,High school,None or 1,Good
A00001700,38,High,5 or more,High school,More than 2,Good
A00001701,29,Low,5 or more,College,More than 2,Good
A00001702,35,Medium,Less than 5,College,None or 1,Good
A00001703,30,Medium,Less than 5,High school,None or 1,Good
A00001704,36,Medium,5 or more,College,More than 2,Good
A00001705,44,Medium,5 or more,High school,More than 2,Good
A00001706,31,High,Less than 5,College,None or 1,Good
A00001707,28,,5 or more,High school,More than 2,Good
A00001708,23,High,Less than 5,High school,None or 1,Good
A00001709,43,Medium,5 or more,High school,None or 1,Good
A00001710,35,Medium,5 or more,High school,More than 2,Good
A00001711,50,High,Less than 5,High school,None or 1,Good
A00001712,41,Medium,Less than 5,High school,None or 1,Good
A00001713,44,Medium,5 or more,High school,More than 2,Good
A00001714,40,High,5 or more,High school,More than 2,Good
A00001715,30,Medium,5 or more,High school,None or 1,Good
A00001716,43,High,Less than 5,College,None or 1,Good
A00001717,39,Medium,5 or more,High school,More than 2,Good
A00001718,37,Low,5 or more,College,More than 2,Good
A00001719,41,High,5 or more,High school,More than 2,Good
A00001720,34,Medium,Less than 5,College,None or 1,Good
A00001721,43,High,5 or more,College,More than 2,Good
A00001722,40,High,5 or more,College,More than 2,Good
A00001723,50,Medium,5 or more,College,More than 2,Good
A00001724,41,Medium,Less than 5,College,None or 1,Good
A00001725,45,High,Less than 5,High school,None or 1,Good
A00001726,22,High,Less than 5,High school,None or 1,Good
A00001727,38,High,Less than 5,College,None or 1,Good
A00001728,42,Medium,5 or more,High school,More than 2,Good
A00001729,37,Low,5 or more,High school,More than 2,Good
A00001730,51,High,5 or more,High school,More than 2,Good
A00001731,36,High,5 or more,High school,More than 2,Good
A00001732,44,Medium,Less than 5,High school,None or 1,Good
A00001733,28,Medium,5 or more,College,More than 2,Good
A00001734,34,High,Less than 5,High school,None or 1,Good
A00001735,59,High,5 or more,High school,More than 2,Good
A00001736,33,Medium,Less than 5,College,None or 1,Good
A00001737,37,Medium,Less than 5,College,None or 1,Good
A00001738,37,High,5 or more,High school,More than 2,Good
A00001739,34,High,5 or more,High school,More than 2,Good
A00001740,47,Low,5 or more,High school,More than 2,Good
A00001741,33,Low,5 or more,High school,More than 2,Good
A00001742,33,Medium,Less than 5,High school,More than 2,Good
A00001743,28,High,5 or more,College,More than 2,Good
A00001744,27,High,5 or more,High school,More than 2,Good
A00001745,34,High,Less than 5,High school,None or 1,Good
A00001746,50,Low,Less than 5,High school,None or 1,Good
A00001747,27,Low,5 or more,College,More than 2,Good
A00001748,30,High,5 or more,College,More than 2,Good
A00001749,27,Medium,5 or more,High school,More than 2,Good
A00001750,45,Medium,Less than 5,College,More than 2,Good
A00001751,36,Low,5 or more,College,More than 2,Good
A00001752,28,Medium,Less than 5,College,None or 1,Good
A00001753,23,Medium,Less than 5,High school,None or 1,Good
A00001754,45,High,5 or more,College,None or 1,Good
A00001755,33,Medium,5 or more,College,More than 2,Good
A00001756,30,High,Less than 5,College,None or 1,Good
A00001757,34,High,5 or more,College,More than 2,Good
A00001758,41,High,Less than 5,High school,More than 2,Good
A00001759,23,High,5 or more,College,More than 2,Good
A00001760,24,Medium,Less than 5,College,None or 1,Good
A00001761,25,High,5 or more,College,More than 2,Good
A00001762,20,Low,Less than 5,High school,None or 1,Good
A00001763,45,High,5 or more,College,None or 1,Good
A00001764,29,High,5 or more,College,More than 2,Good
A00001765,28,Medium,5 or more,College,More than 2,Good
A00001766,34,High,5 or more,College,More than 2,Good
A00001767,41,High,5 or more,High school,More than 2,Good
A00001768,43,Medium,5 or more,College,More than 2,Good
A00001769,27,Medium,Less than 5,College,None or 1,Good
A00001770,45,High,Less than 5,College,None or 1,Good
A00001771,48,Low,Less than 5,High school,None or 1,Good
A00001772,43,Medium,Less than 5,High school,None or 1,Good
A00001773,36,Medium,Less than 5,College,None or 1,Good
A00001774,29,High,5 or more,High school,More than 2,Good
A00001775,24,High,Less than 5,High school,None or 1,Good
A00001776,39,Medium,5 or more,High school,More than 2,Good
A00001777,49,High,Less than 5,College,None or 1,Good
A00001778,48,Medium,5 or more,College,More than 2,Good
A00001779,42,Medium,Less than 5,High school,None or 1,Good
A00001780,42,High,5 or more,College,More than 2,Good
A00001781,29,High,5 or more,College,More than 2,Good
A00001782,29,High,5 or more,College,More than 2,Good
A00001783,46,Medium,Less than 5,High school,None or 1,Good
A00001784,31,High,5 or more,College,More than 2,Good
A00001785,28,High,5 or more,College,More than 2,Good
A00001786,33,High,5 or more,College,More than 2,Good
A00001787,41,High,5 or more,College,More than 2,Good
A00001788,25,Medium,Less than 5,College,None or 1,Good
A00001789,35,High,Less than 5,High school,None or 1,Good
A00001790,31,Medium,5 or more,College,More than 2,Good
A00001791,43,High,Less than 5,College,None or 1,Good
A00001792,39,Medium,Less than 5,College,None or 1,Good
A00001793,22,High,Less than 5,High school,None or 1,Good
A00001794,29,Medium,5 or more,College,More than 2,Good
A00001795,44,High,Less than 5,High school,More than 2,Good
A00001796,26,High,5 or more,High school,More than 2,Good
A00001797,40,Medium,Less than 5,High school,None or 1,Good
A00001798,31,High,5 or more,High school,More than 2,Good
A00001799,43,Medium,Less than 5,College,None or 1,Good
A00001800,36,Medium,5 or more,College,More than 2,Good
A00001801,30,Medium,5 or more,College,None or 1,Good
A00001802,23,High,5 or more,High school,More than 2,Good
A00001803,37,Medium,5 or more,College,More than 2,Good
A00001804,34,Medium,Less than 5,High school,None or 1,Good
A00001805,45,Medium,Less than 5,High school,None or 1,Good
A00001806,40,Medium,5 or more,High school,More than 2,Good
A00001807,35,Medium,Less than 5,High school,None or 1,Good
A00001808,43,High,Less than 5,High school,None or 1,Good
A00001809,58,Medium,5 or more,College,More than 2,Good
A00001810,35,Medium,5 or more,High school,More than 2,Good
A00001811,32,Medium,5 or more,College,More than 2,Good
A00001812,37,High,5 or more,College,More than 2,Good
A00001813,43,High,5 or more,High school,More than 2,Good
A00001814,40,High,Less than 5,High school,None or 1,Good
A00001815,26,High,Less than 5,High school,None or 1,Good
A00001816,34,Medium,Less than 5,High school,None or 1,Good
A00001817,49,Medium,5 or more,College,More than 2,Good
A00001818,50,High,5 or more,College,None or 1,Good
A00001819,28,High,5 or more,High school,None or 1,Good
A00001820,46,Medium,5 or more,High school,More than 2,Good
A00001821,35,High,5 or more,College,More than 2,Good
A00001822,33,High,Less than 5,College,None or 1,Good
A00001823,33,Medium,Less than 5,High school,None or 1,Good
A00001824,24,Medium,Less than 5,College,More than 2,Good
A00001825,33,High,5 or more,College,More than 2,Good
A00001826,38,Medium,5 or more,College,More than 2,Good
A00001827,38,High,Less than 5,College,None or 1,Good
A00001828,22,High,5 or more,College,More than 2,Good
A00001829,28,High,Less than 5,College,None or 1,Good
A00001830,50,Medium,Less than 5,High school,None or 1,Good
A00001831,23,High,Less than 5,High school,None or 1,Good
A00001832,43,High,Less than 5,College,More than 2,Good
A00001833,43,High,Less than 5,College,None or 1,Good
A00001834,33,High,Less than 5,College,None or 1,Good
A00001835,55,High,Less than 5,High school,None or 1,Good
A00001836,21,Medium,Less than 5,High school,None or 1,Good
A00001837,32,High,Less than 5,College,None or 1,Good
A00001838,24,High,5 or more,High school,More than 2,Good
A00001839,29,Low,Less than 5,College,None or 1,Good
A00001840,22,High,Less than 5,High school,None or 1,Good
A00001841,27,Medium,Less than 5,High school,None or 1,Good
A00001842,39,High,5 or more,College,More than 2,Good
A00001843,28,High,5 or more,High school,More than 2,Good
A00001844,33,Medium,Less than 5,College,More than 2,Good
A00001845,49,High,5 or more,College,More than 2,Good
A00001846,42,High,5 or more,High school,More than 2,Good
A00001847,35,High,Less than 5,High school,None or 1,Good
A00001848,45,High,5 or more,College,More than 2,Good
A00001849,32,Medium,Less than 5,High school,None or 1,Good
A00001850,42,High,5 or more,High school,More than 2,Good
A00001851,33,High,Less than 5,High school,None or 1,Good
A00001852,47,Low,5 or more,College,More than 2,Good
A00001853,34,Medium,5 or more,College,More than 2,Good
A00001854,27,Medium,Less than 5,College,None or 1,Good
A00001855,38,High,Less than 5,High school,None or 1,Good
A00001856,29,Medium,Less than 5,High school,None or 1,Good
A00001857,50,Medium,Less than 5,College,None or 1,Good
A00001858,45,Medium,Less than 5,High school,None or 1,Good
A00001859,38,High,Less than 5,College,More than 2,Good
A00001860,52,Medium,Less than 5,High school,None or 1,Good
A00001861,31,Medium,5 or more,High school,More than 2,Good
A00001862,32,High,5 or more,College,More than 2,Good
A00001863,24,High,Less than 5,College,None or 1,Good
A00001864,29,Medium,Less than 5,College,None or 1,Good
A00001865,47,High,5 or more,College,More than 2,Good
A00001866,53,Medium,Less than 5,High school,None or 1,Good
A00001867,35,Medium,Less than 5,High school,None or 1,Good
A00001868,39,High,Less than 5,College,None or 1,Good
A00001869,22,High,Less than 5,High school,None or 1,Good
A00001870,28,Medium,5 or more,College,More than 2,Good
A00001871,56,Medium,Less than 5,High school,None or 1,Good
A00001872,40,High,Less than 5,High school,More than 2,Good
A00001873,26,High,Less than 5,College,None or 1,Good
A00001874,41,High,5 or more,College,More than 2,Good
A00001875,29,High,Less than 5,High school,None or 1,Good
A00001876,39,High,5 or more,High school,More than 2,Good
A00001877,30,High,Less than 5,College,None or 1,Good
A00001878,39,High,5 or more,High school,More than 2,Good
A00001879,30,Medium,Less than 5,High school,None or 1,Good
A00001880,54,Medium,5 or more,College,More than 2,Good
A00001881,46,Medium,Less than 5,High school,None or 1,Good
A00001882,41,Medium,5 or more,High school,More than 2,Good
A00001883,45,High,5 or more,High school,More than 2,Good
A00001884,51,High,5 or more,College,More than 2,Good
A00001885,40,Medium,Less than 5,High school,None or 1,Good
A00001886,33,Medium,5 or more,College,More than 2,Good
A00001887,23,High,Less than 5,High school,None or 1,Good
A00001888,24,Medium,5 or more,High school,More than 2,Good
A00001889,33,Medium,Less than 5,College,None or 1,Good
A00001890,32,Medium,5 or more,High school,More than 2,Good
A00001891,39,High,Less than 5,High school,None or 1,Good
A00001892,34,High,Less than 5,College,None or 1,Good
A00001893,28,High,Less than 5,College,None or 1,Good
A00001894,37,Medium,Less than 5,High school,None or 1,Good
A00001895,35,High,5 or more,College,More than 2,Good
A00001896,52,Medium,Less than 5,High school,None or 1,Good
A00001897,25,High,Less than 5,College,None or 1,Good
A00001898,28,Medium,Less than 5,College,None or 1,Good
A00001899,36,High,5 or more,College,None or 1,Good
A00001900,40,High,5 or more,College,More than 2,Good
A00001901,47,High,5 or more,College,More than 2,Good
A00001902,51,Medium,5 or more,High school,More than 2,Good
A00001903,36,High,Less than 5,High school,None or 1,Good
A00001904,32,Medium,5 or more,High school,More than 2,Good
A00001905,36,Medium,Less than 5,College,None or 1,Good
A00001906,39,Medium,Less than 5,High school,None or 1,Good
A00001907,28,High,5 or more,College,More than 2,Good
A00001908,41,High,Less than 5,High school,None or 1,Good
A00001909,40,High,Less than 5,High school,None or 1,Good
A00001910,41,Medium,5 or more,High school,More than 2,Good
A00001911,36,Medium,Less than 5,College,None or 1,Good
A00001912,20,Low,Less than 5,College,None or 1,Good
A00001913,29,Medium,Less than 5,High school,None or 1,Good
A00001914,26,Medium,Less than 5,High school,None or 1,Good
A00001915,24,Medium,Less than 5,High school,None or 1,Good
A00001916,36,High,Less than 5,High school,None or 1,Good
A00001917,27,High,Less than 5,College,None or 1,Good
A00001918,50,Medium,5 or more,College,More than 2,Good
A00001919,48,High,5 or more,High school,None or 1,Good
A00001920,20,Medium,Less than 5,College,More than 2,Good
A00001921,38,Low,5 or more,College,More than 2,Good
A00001922,31,High,Less than 5,High school,None or 1,Good
A00001923,35,Low,5 or more,High school,More than 2,Good
A00001924,53,High,5 or more,High school,More than 2,Good
A00001925,34,Medium,5 or more,College,More than 2,Good
A00001926,40,High,5 or more,College,None or 1,Good
A00001927,37,High,Less than 5,College,None or 1,Good
A00001928,31,Medium,Less than 5,College,More than 2,Good
A00001929,33,Medium,Less than 5,High school,None or 1,Good
A00001930,31,High,5 or more,College,None or 1,Good
A00001931,27,High,5 or more,College,None or 1,Good
A00001932,40,Medium,Less than 5,College,More than 2,Good
A00001933,26,Low,5 or more,College,More than 2,Good
A00001934,37,Medium,Less than 5,College,None or 1,Good
A00001935,41,Medium,5 or more,College,None or 1,Good
A00001936,35,Low,Less than 5,High school,None or 1,Good
A00001937,21,High,5 or more,College,More than 2,Good
A00001938,35,High,Less than 5,College,None or 1,Good
A00001939,30,Low,5 or more,College,More than 2,Good
A00001940,41,High,5 or more,College,More than 2,Good
A00001941,28,High,5 or more,College,More than 2,Good
A00001942,39,High,Less than 5,High school,None or 1,Good
A00001943,29,High,5 or more,High school,More than 2,Good
A00001944,36,High,5 or more,College,More than 2,Good
A00001945,38,High,5 or more,High school,More than 2,Good
A00001946,28,High,Less than 5,High school,None or 1,Good
A00001947,34,Medium,Less than 5,High school,None or 1,Good
A00001948,33,High,Less than 5,High school,None or 1,Good
A00001949,29,Medium,5 or more,High school,More than 2,Good
A00001950,21,Medium,Less than 5,College,None or 1,Good
A00001951,32,Medium,Less than 5,High school,None or 1,Good
A00001952,51,High,Less than 5,College,None or 1,Good
A00001953,50,High,5 or more,High school,More than 2,Good
A00001954,46,High,Less than 5,College,None or 1,Good
A00001955,44,Medium,Less than 5,College,None or 1,Good
A00001956,41,Medium,5 or more,College,None or 1,Good
A00001957,39,High,5 or more,High school,More than 2,Good
A00001958,32,Medium,5 or more,High school,None or 1,Good
A00001959,28,High,Less than 5,High school,None or 1,Good
A00001960,46,Medium,5 or more,High school,More than 2,Good
A00001961,40,High,Less than 5,High school,None or 1,Good
A00001962,23,Medium,5 or more,College,More than 2,Good
A00001963,45,Medium,5 or more,High school,More than 2,Good
A00001964,47,High,5 or more,High school,More than 2,Good
A00001965,25,High,Less than 5,College,None or 1,Good
A00001966,53,Medium,Less than 5,College,None or 1,Good
A00001967,,High,Less than 5,High school,None or 1,Good
A00001968,41,Low,Less than 5,College,None or 1,Good
A00001969,48,Low,5 or more,High school,More than 2,Good
A00001970,21,High,Less than 5,College,None or 1,Good
A00001971,33,High,Less than 5,College,None or 1,Good
A00001972,45,Medium,5 or more,High school,More than 2,Good
A00001973,42,Medium,Less than 5,College,None or 1,Good
A00001974,30,High,5 or more,High school,More than 2,Good
A00001975,31,,5 or more,College,More than 2,Good
A00001976,36,High,5 or more,High school,More than 2,Good
A00001977,34,Medium,Less than 5,High school,None or 1,Good
A00001978,24,High,5 or more,High school,More than 2,Good
A00001979,24,Low,Less than 5,College,None or 1,Good
A00001980,44,Medium,5 or more,College,More than 2,Good
A00001981,36,High,5 or more,College,More than 2,Good
A00001982,38,Medium,Less than 5,High school,None or 1,Good
A00001983,47,Low,5 or more,High school,None or 1,Good
A00001984,34,Medium,Less than 5,High school,None or 1,Good
A00001985,33,Low,Less than 5,High school,None or 1,Good
A00001986,44,Medium,Less than 5,College,None or 1,Good
A00001987,34,High,Less than 5,High school,None or 1,Good
A00001988,36,Low,5 or more,High school,More than 2,Good
A00001989,30,High,Less than 5,College,None or 1,Good
A00001990,26,Low,5 or more,High school,More than 2,Good
A00001991,31,Low,Less than 5,College,None or 1,Good
A00001992,54,Medium,Less than 5,College,None or 1,Good
A00001993,44,Medium,Less than 5,High school,None or 1,Good
A00001994,48,High,5 or more,High school,More than 2,Good
A00001995,28,Low,5 or more,College,More than 2,Good
A00001996,36,Medium,5 or more,College,More than 2,Good
A00001997,,High,Less than 5,College,None or 1,Good
A00001998,42,Medium,5 or more,High school,More than 2,Good
A00001999,49,Medium,5 or more,College,More than 2,Good
A00002000,28,Low,Less than 5,College,None or 1,Good
A00002001,35,High,5 or more,College,More than 2,Good
A00002002,37,Medium,Less than 5,High school,None or 1,Good
A00002003,27,High,5 or more,High school,More than 2,Good
A00002004,38,Medium,5 or more,High school,None or 1,Good
A00002005,23,Medium,5 or more,College,More than 2,Good
A00002006,39,Medium,Less than 5,High school,None or 1,Good
A00002007,27,High,5 or more,High school,More than 2,Good
A00002008,30,High,5 or more,College,More than 2,Good
A00002009,39,Medium,5 or more,High school,More than 2,Good
A00002010,30,High,5 or more,College,More than 2,Good
A00002011,41,Medium,Less than 5,High school,None or 1,Good
A00002012,38,Medium,5 or more,College,None or 1,Good
A00002013,31,Low,Less than 5,College,None or 1,Good
A00002014,22,High,Less than 5,College,None or 1,Good
A00002015,48,High,5 or more,High school,More than 2,Good
A00002016,40,Medium,5 or more,College,More than 2,Good
A00002017,43,High,Less than 5,College,None or 1,Good
A00002018,44,High,5 or more,High school,More than 2,Good
A00002019,32,Medium,5 or more,College,None or 1,Good
A00002020,35,Medium,5 or more,College,More than 2,Good
A00002021,48,High,5 or more,College,More than 2,Good
A00002022,33,Low,5 or more,High school,More than 2,Good
A00002023,37,High,5 or more,High school,More than 2,Good
A00002024,26,Medium,5 or more,High school,More than 2,Good
A00002025,39,High,5 or more,High school,More than 2,Good
A00002026,25,Medium,5 or more,College,More than 2,Good
A00002027,24,High,Less than 5,High school,None or 1,Good
A00002028,36,Medium,5 or more,College,More than 2,Good
A00002029,32,Medium,Less than 5,High school,None or 1,Good
A00002030,41,Medium,Less than 5,College,None or 1,Good
A00002031,34,Medium,Less than 5,College,None or 1,Good
A00002032,32,Medium,5 or more,High school,More than 2,Good
A00002033,45,Medium,5 or more,College,More than 2,Good
A00002034,25,High,Less than 5,High school,None or 1,Good
A00002035,32,High,5 or more,College,More than 2,Good
A00002036,42,Medium,Less than 5,High school,None or 1,Good
A00002037,25,High,Less than 5,College,More than 2,Good
A00002038,32,Medium,5 or more,College,More than 2,Good
A00002039,43,High,Less than 5,High school,None or 1,Good
A00002040,27,High,5 or more,College,More than 2,Good
A00002041,26,High,Less than 5,College,None or 1,Good
A00002042,39,Medium,5 or more,College,More than 2,Good
A00002043,60,High,Less than 5,High school,None or 1,Good
A00002044,37,High,5 or more,High school,More than 2,Good
A00002045,52,High,Less than 5,High school,None or 1,Good
A00002046,48,High,5 or more,College,More than 2,Good
A00002047,33,High,5 or more,College,More than 2,Good
A00002048,41,Medium,Less than 5,College,None or 1,Good
A00002049,30,High,Less than 5,High school,None or 1,Good
A00002050,41,Low,Less than 5,College,None or 1,Good
A00002051,46,Medium,Less than 5,College,None or 1,Good
A00002052,33,Medium,5 or more,College,More than 2,Good
A00002053,25,Medium,5 or more,College,More than 2,Good
A00002054,42,Medium,5 or more,College,More than 2,Good
A00002055,25,Medium,Less than 5,High school,None or 1,Good
A00002056,45,High,Less than 5,College,None or 1,Good
A00002057,24,High,5 or more,College,More than 2,Good
A00002058,31,High,5 or more,College,More than 2,Good
A00002059,52,Medium,Less than 5,College,None or 1,Good
A00002060,29,Medium,5 or more,College,More than 2,Good
A00002061,25,High,5 or more,College,More than 2,Good
A00002062,54,High,5 or more,College,None or 1,Good
A00002063,45,Medium,Less than 5,College,None or 1,Good
A00002064,39,Medium,5 or more,College,More than 2,Good
A00002065,29,High,Less than 5,College,None or 1,Good
A00002066,34,Medium,5 or more,High school,More than 2,Good
A00002067,41,High,Less than 5,College,None or 1,Good
A00002068,33,Medium,5 or more,College,More than 2,Good
A00002069,41,Low,5 or more,College,More than 2,Good
A00002070,34,Medium,Less than 5,High school,None or 1,Good
A00002071,26,Medium,Less than 5,College,None or 1,Good
A00002072,31,High,Less than 5,High school,None or 1,Good
A00002073,39,High,5 or more,High school,More than 2,Good
A00002074,33,Medium,5 or more,College,More than 2,Good
A00002075,25,Low,5 or more,College,More than 2,Good
A00002076,46,Medium,5 or more,High school,None or 1,Good
A00002077,43,High,5 or more,College,More than 2,Good
A00002078,36,Medium,Less than 5,High school,None or 1,Good
A00002079,47,High,5 or more,High school,More than 2,Good
A00002080,27,Medium,5 or more,College,More than 2,Good
A00002081,36,High,Less than 5,College,None or 1,Good
A00002082,57,Medium,5 or more,High school,More than 2,Good
A00002083,36,Medium,Less than 5,High school,None or 1,Good
A00002084,34,Medium,Less than 5,College,None or 1,Good
A00002085,31,Medium,5 or more,High school,More than 2,Good
A00002086,40,Medium,5 or more,College,More than 2,Good
A00002087,32,Low,Less than 5,College,None or 1,Good
A00002088,45,Medium,5 or more,College,More than 2,Good
A00002089,30,Medium,5 or more,High school,More than 2,Good
A00002090,42,High,Less than 5,High school,None or 1,Good
A00002091,38,Medium,5 or more,High school,More than 2,Good
A00002092,22,Medium,Less than 5,High school,None or 1,Good
A00002093,33,High,Less than 5,High school,None or 1,Good
A00002094,41,High,Less than 5,College,More than 2,Good
A00002095,23,Medium,Less than 5,College,None or 1,Good
A00002096,30,Medium,Less than 5,College,None or 1,Good
A00002097,22,High,Less than 5,College,None or 1,Good
A00002098,30,High,5 or more,High school,More than 2,Good
A00002099,35,High,5 or more,College,More than 2,Good
A00002100,45,High,5 or more,High school,More than 2,Good
A00002101,31,Medium,Less than 5,High school,None or 1,Good
A00002102,39,High,5 or more,College,More than 2,Good
A00002103,35,High,Less than 5,College,None or 1,Good
A00002104,37,Medium,5 or more,College,None or 1,Good
A00002105,28,Medium,5 or more,High school,More than 2,Good
A00002106,43,High,Less than 5,College,More than 2,Good
A00002107,44,High,5 or more,College,More than 2,Good
A00002108,26,High,5 or more,High school,More than 2,Good
A00002109,37,High,Less than 5,High school,None or 1,Good
A00002110,39,High,5 or more,College,More than 2,Good
A00002111,21,High,5 or more,High school,None or 1,Good
